HebName,Name,ID,EngName,Region,SubDistrict,NaturalZone,StausMunicipal,Metropolitan,Religion,Pop2015,JewsOthers,Jews,Arebs,YearEst,TypeSuratYeshuv,Affiliation ,Coordinate,Hight,RegionalComittee,Police,YearUpdate,Link
"אזור שפרעם מ""א 9","אזור שפרעם מ""א 9",1840,no name,2,24,241,9,,,,,,,,530,,2179074200,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1840
"אזור שפרעם של""ש","אזור שפרעם של""ש",1842,no name,2,24,241,56,,,,,,,,530,,2183074930,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1842
"אזור תל אביב של""ש","אזור תל אביב של""ש",1905,no name,5,51,511,,,,,,,,,530,,0,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1905
אזור תעסוקה משגב(תרדיון),אזור תעסוקה משגב(תרדיון),1724, ,2,24,241,56,241,,,,,,,520,,2258975252,,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1724
"אזור תעשיה אכסאל מ""א 9","אזור תעשיה אכסאל מ""א 9",1865,no name ,2,23,234,9,,,,,,,,530,,2325072360,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1865
אזור תעשייה אכזיב (מילואות),אזור תעשייה אכזיב (מילואות),1726, ,2,24,245,4,241,,,,,,,520,,2105177467,,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1726
אזור תעשייה נעמן (מילואות),אזור תעשייה נעמן (מילואות),1727, ,2,24,246,4,241,,,,,,,520,,2091575418,,201,1330,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1727
אחווה,אחווה,1157,AHAWA,6,61,611,33,143,1,235,0.2,0.2,,1976,350,,1782062796,61,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1157
אחוזם,אחוזם,821,AHUZZAM,6,61,612,50,,1,517,0.5,0.5,,1950,310,2,1782260687,169,634,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=821
אחוזת ברק,אחוזת ברק,1330,AHUZZAT BARAQ,2,23,234,9,,1,2095,2.1,2,,1998,190,19,2320172759,159,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1330
אחיהוד,אחיהוד,785,AHIHUD,2,24,246,4,241,1,822,0.8,0.8,,1950,310,1,2165375698,49,201,1330,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=785
אחיטוב,אחיטוב,850,AHITUV,4,41,412,16,141,1,1062,1.1,1.1,,1951,310,1,1993269934,42,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=850
אחיסמך,אחיסמך,804,AHISAMAKH,4,43,432,25,142,1,1349,1.3,1.3,,1950,310,1,1914164920,69,424,5280,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=804
אחיעזר,אחיעזר,797,AHI'EZER,4,43,432,40,133,1,1751,1.7,1.7,,1950,310,2,1879665440,40,425,5280,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=797
אטרש (שבט),אטרש (שבט),965,ATRASH,6,62,623,,,3,,,,,,460,,1940057520,,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=965
איבים,איבים,338,IBBIM,6,61,614,37,,1,277,0.3,0.3,,1991,340,,1629760477,84,651,3840,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=338
אייל,אייל,716,EYAL,4,42,421,20,141,1,482,0.5,0.5,,1949,330,15,1982167981,76,417,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=716
איילת השחר,איילת השחר,77,AYYELET HASHAHAR,2,21,211,1,,1,1470,1.5,1.4,,1918,330,15,2542476979,173,253,1220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=77
אילון,אילון,294,ELON,2,24,244,4,,1,962,1,0.9,,1938,330,15,2207077423,293,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=294
אילון תבור*,אילון תבור*,1716, ,2,23,234,9,,,,,,,,520,,2343372676,,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1716
אילות,אילות,1126,ELOT,6,62,625,53,,1,322,0.3,0.3,,1962,330,15,1960738816,73,608,3460,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1126
אילנייה,אילנייה,49,ILANIYYA,2,22,222,3,,1,484,0.5,0.5,,1902,310,10,2384773998,239,206,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=49
אילת,אילת,2600,ELAT,6,62,625,0,,1,49734,47.6,41.3,,1951,160,,1942338515,164,602,3460,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2600
אירוס,אירוס,1336,IRUS,4,44,442,27,143,1,211,0.2,0.2,,2013,370,,1789664843,46,456,5210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1336
איתמר,איתמר,3762,ITAMAR,7,72,,72,,1,1305,1.3,1.3,,1984,370,11,2291867563,613,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3762
איתן,איתן,37,ETAN,6,61,612,34,,1,433,0.4,0.4,,1955,310,2,1761460898,156,631,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=37
איתנים,איתנים,886,ETANIM,1,11,111,26,444,1,92,0.1,0.1,,1952,340,,2091163181,765,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=886
אכסאל,אכסאל,478,IKSAL,2,23,237,99,,2,13743,,,13.7,,270,,2307473196,125,257,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=478
אל -עזי,אל -עזי,1339,AL-AZY,6,61,611,35,,2,184,,,0.2,,450,,1809262552,93,632,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1339
אל -עריאן,אל -עריאן,1316,AL-ARYAN,3,32,323,14,,2,178,,,0.2,,450,,2120271154,367,351,1450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1316
אל -רום,אל -רום,4003,EL-ROM,2,29,292,71,,1,338,0.3,0.3,,1971,330,15,2723278733,1049,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4003
אל סייד,אל סייד,1359,AL SAYYID,6,62,623,69,342,2,3384,,,3.4,,290,,1917857711,376,624,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1359
אלומה,אלומה,1145,ALUMMA,6,61,611,34,,1,502,0.5,0.5,,1965,350,,1757661777,84,631,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1145
אלומות,אלומות,330,ALUMMOT,2,22,221,6,,1,321,0.3,0.3,,1941,330,15,2515173475,30,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=330
אלון הגליל,אלון הגליל,1182,ALLON HAGALIL,2,23,237,9,242,1,1003,1,1,,1980,310,1,2209474026,203,254,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1182
אלון מורה,אלון מורה,3579,ELON MORE,7,72,,72,,1,1794,1.8,1.8,,1979,370,11,2317568212,661,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3579
אלון שבות,אלון שבות,3604,ALLON SHEVUT,7,76,,76,445,1,3218,3.2,3.2,,1970,190,,2119961807,953,714,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3604
אלוני אבא,אלוני אבא,429,ALLONE ABBA,2,23,237,9,242,1,1000,1,1,,1948,320,6,2163073721,152,254,1440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=429
אלוני הבשן,אלוני הבשן,4017,ALLONE HABASHAN,2,29,292,71,,1,368,0.4,0.4,,1981,320,2,2786977222,958,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4017
אלוני יצחק,אלוני יצחק,868,ALLONE YIZHAQ,3,32,324,14,,1,294,0.3,0.2,,1949,340,,2006271295,71,351,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=868
אלונים,אלונים,285,ALLONIM,2,23,235,9,242,1,470,0.5,0.5,,1938,330,15,2139173611,105,254,1440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=285
אלי-עד,אלי-עד,4002,ELI-AD,2,29,294,71,,1,350,0.4,0.3,,1968,310,1,2691974579,368,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4002
אליאב,אליאב,1365,ELIAV,6,61,612,50,,1,257,0.3,0.3,,2013,370,,1935760416,363,634,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1365
אליכין,אליכין,41,ELYAKHIN,4,41,411,99,141,1,3424,3.4,3.4,,1950,190,,1931870157,31,457,1180,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=41
אליפז,אליפז,1248,ELIFAZ,6,62,625,53,,1,129,0.1,0.1,,1982,330,15,2009541196,77,608,3460,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1248
אליפלט,אליפלט,730,ELIFELET,2,21,213,55,,1,554,0.6,0.5,,1949,310,1,2515276148,333,253,1220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=730
אליקים,אליקים,682,ELYAQIM,2,23,236,13,,1,857,0.9,0.9,,1949,310,1,2065872642,229,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=682
אלישיב,אלישיב,204,ELYASHIV,4,41,411,16,141,1,728,0.7,0.7,,1933,310,7,1917069855,16,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=204
אלישמע,אלישמע,841,ELISHAMA,4,42,421,20,142,1,1212,1.2,1.2,,1951,310,1,1934267328,27,417,5140,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=841
אלמגור,אלמגור,1125,ALMAGOR,2,22,221,6,,1,349,0.3,0.3,,1961,310,1,2566875753,-18,214,1220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1125
אלמוג,אלמוג,3556,ALMOG,7,75,,74,,1,207,0.2,0.2,,1977,330,15,2437563305,-278,713,4355,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3556
אלעד,אלעד,1309,EL'AD,4,42,422,0,142,1,44872,44.9,44.9,,1998,160,,1960566200,122,422,5160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1309
אלעזר,אלעזר,3618,EL'AZAR,7,76,,76,445,1,2577,2.6,2.6,,1975,190,,2134361878,919,714,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3618
אלפי מנשה,אלפי מנשה,3750,ALFE MENASHE,7,73,,99,145,1,7638,7.6,7.4,,1983,180,,2014067559,184,703,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3750
אלקוש,אלקוש,603,ELQOSH,2,24,244,52,,1,318,0.3,0.3,,1949,310,1,2306077091,637,255,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=603
אלקנה,אלקנה,3560,ELQANA,7,73,,99,145,1,3945,3.9,3.9,,1977,190,,2035666833,228,702,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3560
אמונים,אמונים,772,EMUNIM,6,61,611,33,143,1,934,0.9,0.9,,1950,310,1,1694062801,31,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=772
אמירים,אמירים,1064,AMIRIM,2,21,212,2,,1,789,0.8,0.8,,1950,310,1,2425676027,546,209,1230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1064
אמנון,אמנון,1253,AMNUN,2,22,221,55,,1,289,0.3,0.3,,1983,310,6,2537975663,7,253,1220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1253
אמציה,אמציה,23,AMAZYA,6,61,612,50,,1,569,0.6,0.6,,1955,320,9,1918460452,358,634,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=23
אניעם,אניעם,4012,ANI'AM,2,29,293,71,,1,503,0.5,0.5,,1978,310,1,2695476260,426,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4012
אסד (שבט),אסד (שבט),960,ASAD,6,62,623,,,3,,,,,,460,,1880058150,,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=960
אספר,אספר,3754,ASFAR,7,77,,76,,1,583,0.6,0.6,,1983,370,8,2178561035,937,714,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3754
אעבלין,אעבלין,529,I'BILLIN,2,24,241,99,241,2,12691,,,12.5,,270,,2177374794,87,261,1340,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=529
אעצם (שבט),אעצם (שבט),963,A'SAM,6,62,623,,,3,,,,,,460,,1910056100,,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=963
אפיניש (שבט),אפיניש (שבט),959,AFEINISH,6,62,623,,,3,,,,,,460,,1990058000,,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=959
אפיק,אפיק,4301,AFIQ,2,29,294,71,,1,277,0.3,0.2,,1967,330,15,2660674275,339,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4301
אפיקים,אפיקים,176,AFIQIM,2,22,221,6,,1,1474,1.5,1.4,,1932,330,15,2544973191,-199,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=176
אפק,אפק,313,AFEQ,2,24,246,4,241,1,562,0.5,0.5,,1939,330,15,2122874937,24,201,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=313
אפרת,אפרת,3650,EFRAT,7,76,,99,445,1,8301,8.3,8.3,,1980,180,,2148561889,839,704,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3650
ארבל,ארבל,701,ARBEL,2,22,222,3,,1,673,0.7,0.7,,1949,310,1,2456774647,47,206,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=701
ארגמן,ארגמן,3598,ARGAMAN,7,75,,75,,1,133,0.1,0.1,,1968,310,9,2494067548,-181,712,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3598
ארז,ארז,714,EREZ,6,61,614,37,,1,487,0.5,0.5,,1949,330,15,1588860773,41,651,3840,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=714
אריאל,אריאל,3570,ARI'EL,7,73,,0,145,1,18717,18.6,15.2,,1978,170,,2180866797,521,701,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3570
ארסוף,ארסוף,1324,ARSUF,4,41,411,19,141,1,154,0.2,0.1,,1995,350,,1828768007,39,401,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1324
אשבול,אשבול,71,ESHBOL,6,62,621,42,,1,490,0.5,0.5,,1955,310,1,1683959504,167,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=71
אשבל,אשבל,1276,ESHBAL,2,24,241,56,241,1,105,0.1,0.1,,1979,330,10,2288975354,270,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1276
אשדוד,אשדוד,70,ASHDOD,6,61,613,0,143,1,220174,219.9,199,,1955,130,,1669163377,23,603,3870,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=70
אשדות יעקב (איחוד),אשדות יעקב (איחוד),199,ASHDOT YA'AQOV(IHUD),2,22,221,6,,1,922,0.9,0.9,,1933,330,15,2547172936,-200,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=199
אשדות יעקב (מאוחד),אשדות יעקב (מאוחד),188,ASHDOT YA'AQOV(ME'UHAD),2,22,221,6,,1,506,0.5,0.4,,1933,330,15,2549172982,-200,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=188
אשחר,אשחר,1188,ESHHAR,2,24,241,56,241,1,790,0.8,0.8,,1986,370,13,2284175455,363,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1188
אשכולות,אשכולות,3722,ESHKOLOT,7,77,,78,,1,494,0.5,0.5,,1982,370,11,1909758883,589,715,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3722
אשל הנשיא,אשל הנשיא,2021,ESHEL HANASI,6,62,622,42,344,1,244,0.2,0.2,,1952,340,,1711958167,192,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2021
אשלים,אשלים,1152,ASHALIM,6,62,626,48,,1,449,0.4,0.4,,1976,370,19,1713254166,327,620,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1152
אשקלון,אשקלון,7100,ASHQELON,6,61,614,0,,1,130660,130.3,115.1,,1948,140,,1596761975,36,604,3810,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7100
אשרת,אשרת,1256,ASHERAT,2,24,245,4,,1,512,0.5,0.5,,1983,370,13,2148876406,57,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1256
אשתאול,אשתאול,740,ESHTA'OL,1,11,112,26,444,1,1200,1.2,1.2,,1949,310,1,2009563206,282,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=740
באקה אל-גרביה,באקה אל-גרביה,6000,BAQA AL-GHARBIYYE,3,32,324,0,,2,28125,,,28.1,,260,,2041670283,67,354,1450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=6000
באר אורה,באר אורה,21,BE'ER ORA,6,62,625,53,,1,617,0.6,0.6,,1950,370,19,1977040254,183,608,3460,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=21
באר גנים,באר גנים,1376,BE'ER GANNIM,6,61,614,36,,1,368,0.4,0.4,,2012,370,,1628862323,31,633,3810,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1376
באר טוביה,באר טוביה,155,BE'ER TOVIYYA,6,61,611,33,143,1,1030,1,1,,1930,310,1,1738362694,53,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=155
באר יעקב,באר יעקב,2530,BE'ER YA'AQOV,4,43,432,99,133,1,18401,18.3,17.8,,1907,170,,1850165017,66,455,5220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2530
באר מילכה,באר מילכה,1278,BE'ER MILKA,6,62,626,48,,1,150,0.2,0.2,,2006,310,1,1432753827,217,620,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1278
באר שבע,באר שבע,9000,BE'ER SHEVA,6,62,623,0,310,1,203604,199,179,,1948,130,,1796657357,291,605,3440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9000
בארות יצחק,בארות יצחק,450,BE'EROT YIZHAQ,4,42,422,25,142,1,415,0.4,0.4,,1948,330,3,1916866088,52,424,5130,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=450
בארותיים,בארותיים,697,BE'EROTAYIM,4,41,412,16,141,1,1116,1.1,1.1,,1949,310,1,1986369200,35,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=697
בארי,בארי,399,BE'ERI,6,62,622,38,,1,996,1,0.9,,1946,330,15,1516259265,88,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=399
בוסתן הגליל,בוסתן הגליל,559,BUSTAN HAGALIL,2,24,246,4,241,1,961,1,0.9,,1948,310,10,2080476169,7,201,1330,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=559
בועיינה-נוג'ידאת,בועיינה-נוג'ידאת,482,BU'EINE-NUJEIDAT,2,25,237,99,,2,9114,,,8.8,,280,,2348274592,215,251,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=482
בוקעאתא,בוקעאתא,4001,BUQ'ATA,2,29,292,99,,2,6329,,,6.3,,280,,2730078972,1097,256,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4001
בורגתה,בורגתה,698,BURGETA,4,41,411,16,141,1,1128,1.1,1.1,,1949,310,1,1966969241,28,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=698
בחן,בחן,2043,BAHAN,4,41,412,16,141,1,931,0.9,0.9,,1953,330,15,2019669523,61,409,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2043
בטחה,בטחה,762,BITHA,6,62,622,42,344,1,721,0.7,0.7,,1950,310,1,1650258264,120,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=762
"בי""ס אזורי מקיף (אשר)","בי""ס אזורי מקיף (אשר)",1725, ,2,24,245,4,,,,,,,,520,,2132276915,,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1725
ביצרון,ביצרון,234,BIZZARON,6,61,611,33,143,1,1221,1.2,1.2,,1935,310,1,1744563380,55,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=234
ביר אל-מכסור,ביר אל-מכסור,998,BIR EL-MAKSUR,2,24,241,99,241,2,8709,,,8.7,,280,,2211274307,249,261,1340,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=998
ביר הדאג',ביר הדאג',1348,BIR HADAGE,6,62,623,68,,2,4583,,,4.6,,290,,1714554846,287,624,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1348
בירייה,בירייה,368,BIRIYYA,2,21,212,2,,1,822,0.8,0.8,,1945,350,,2471076480,812,209,1230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=368
בית אורן,בית אורן,317,BET OREN,3,32,322,15,223,1,452,0.4,0.4,,1939,330,15,2008573741,365,303,1140,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=317
בית אל,בית אל,3574,BET EL,7,74,,99,445,1,6046,6,6,,1977,180,,2212164987,853,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3574
בית אלעזרי,בית אלעזרי,562,BET EL'AZARI,4,44,441,28,143,1,1494,1.5,1.5,,1948,310,1,1814763910,43,456,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=562
בית אלפא,בית אלפא,95,BET ALFA,2,23,232,8,,1,862,0.9,0.8,,1922,330,15,2407871368,-84,204,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=95
בית אריה,בית אריה,3652,BET ARYE,7,74,,99,145,1,4721,4.7,4.6,,1981,190,,2048465998,295,719,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3652
בית ברל,בית ברל,1076,BET BERL,4,42,421,20,141,1,113,0.1,0.1,,1947,340,,1932267865,69,417,5140,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1076
בית ג'ן,בית ג'ן,480,BEIT JANN,2,24,243,99,,2,11426,,,11.4,,270,,2357276326,898,258,1310,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=480
בית גוברין,בית גוברין,619,BET GUVRIN,6,61,612,35,,1,436,0.4,0.4,,1949,330,15,1901861345,267,632,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=619
בית גמליאל,בית גמליאל,571,BET GAMLI'EL,4,44,441,29,143,1,953,0.9,0.9,,1949,310,2,1775264049,30,456,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=571
בית דגן,בית דגן,466,BET DAGAN,4,43,432,99,133,1,7099,7.1,7,,1948,180,,1840865644,34,455,5210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=466
בית הגדי,בית הגדי,723,BET HAGADDI,6,62,621,39,,1,730,0.7,0.7,,1949,310,2,1626159279,148,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=723
בית הלוי,בית הלוי,373,BET HALEWI,4,41,411,16,141,1,813,0.8,0.8,,1945,310,1,1937569557,18,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=373
בית הלל,בית הלל,322,BET HILLEL,2,21,211,55,,1,765,0.8,0.8,,1940,310,1,2568779040,87,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=322
בית העמק,בית העמק,572,BET HAEMEQ,2,24,245,4,,1,511,0.5,0.5,,1949,330,15,2138876403,47,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=572
בית הערבה,בית הערבה,3645,BET HAARAVA,7,75,,74,,1,159,0.2,0.2,,1980,330,15,2473963489,-315,713,4355,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3645
בית השיטה,בית השיטה,242,BET HASHITTA,2,23,232,8,,1,1215,1.2,1.2,,1935,330,15,2414671749,-1,204,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=242
בית זיד,בית זיד,353,BET ZEID,2,23,235,9,,1,74,0.1,0.1,,1943,350,,2110873410,108,254,1160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=353
בית זית,בית זית,710,BET ZAYIT,1,11,111,26,444,1,1631,1.6,1.6,,1949,310,1,2154163215,604,151,6129,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=710
